text,label,meta,context,source,target
"Now that Enron has ceased to exist, <s>Bechtel</s> and GE are suing <t>the Indian Government</t> for 5.6 billion US dollars.",Conflict,AW|doc_id=2769|sent_id=826|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:Bechtel,Defendant:the Indian Government
"Now that Enron has ceased to exist, Bechtel and <s>GE</s> are suing <t>the Indian Government</t> for 5.6 billion US dollars.",Conflict,AW|doc_id=2769|sent_id=826|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:GE,Defendant:the Indian Government
"Washington, DC- The <s>Bechtel</s> Corporation was handed a powerful victory last week, when a secretive trade court announced that it would not allow the public or media to participate in or even witness proceedings in which <s>Bechtel</s> is suing <t>the people of Bolivia</t>.",Conflict,AW|doc_id=2778|sent_id=831|dataset=ace|osplit=train|etype=Justice:Sue,Justice:Sue,Plaintiff:Bechtel,Defendant:the people of Bolivia
u.s. officials believe <s>zarqawi</s> planned the assassination of u.s. diplomat lawrence foley in <t>jordan</t> last october.,Conflict,AW|doc_id=1037|sent_id=981|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:zarqawi,Place:jordan
u.s. officials believe <s>zarqawi</s> planned the assassination of <t>u.s. diplomat lawrence foley</t> in jordan last october.,Conflict,AW|doc_id=1037|sent_id=981|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:zarqawi,Victim:u.s. diplomat lawrence foley
What I do know is <s>Saddam Hussein</s> has butchered <t>over a million of his own citizens</t>.,Conflict,AW|doc_id=55|sent_id=985|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Saddam Hussein,Victim:over a million of his own citizens
"<s>those who share responsibility for <t>my husband</t>'s death</s> must also be held accountable.""",Conflict,AW|doc_id=1027|sent_id=978|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:those who share responsibility for my husband's death,Victim:my husband
<s>nichols</s> is serving a life term for his federal manslaughter and conspiracy convictions stemming from the deaths of <t>eight federal employees</t> in the 1995 blast.,Conflict,AW|doc_id=659|sent_id=953|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:nichols,Victim:eight federal employees
In 2002 a jury sentenced <s>Yates</s> to life in prison for the deaths of <t>three of her children</t>.,Conflict,AW|doc_id=2901|sent_id=810|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Yates,Victim:three of her children
"This was perhaps due to the transformation of <s>Tanzim</s> into an organization more resembling militant groups like Hamas and Islamic Jihad, responsible for dozens of <t>civilian</t> deaths in drive-by shootings.",Conflict,AW|doc_id=3012|sent_id=222|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Tanzim,Victim:civilian
it took <t>the child</t> three weeks to die in the hot from -- hospital from the injuries it suffered at the hands of <s>its mother</s> and she's free.,Conflict,AW|doc_id=750|sent_id=946|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:its mother,Victim:the child
"In central Baghdad, a Reuters cameraman and <t>a cameraman for Spain's Telecinco</t> died when an <s>American</s> tank fired on the Palestine Hotel.",Conflict,AW|doc_id=1993|sent_id=940|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:American,Victim:a cameraman for Spain's Telecinco
"Yates, in case you have forgotten, is <s>the women from Texas</s> who heinously drowned <t>her five kids, aged 6 months to 7 years</t>, one by one, in her bathtub.",Conflict,AW|doc_id=2898|sent_id=989|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:the women from Texas,"Victim:her five kids, aged 6 months to 7 years"
"He's- I mean, like, you know, let's- i- -- for- for all he did in his later years, eh, <s>Yasser Arafat</s> was responsible for -- a good chunk of al- you know, a lot of -- <t>Israeli</t> dying -- i- you know.",Conflict,AW|doc_id=1746|sent_id=936|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Yasser Arafat,Victim:Israeli
"It was believed Naotia was a practicing sorcerer and through his black magic he had cast evil spells on villagers, prompting <s>a group within <t>the village</t></s> to eliminate them, the spokesman said.",Conflict,AW|doc_id=3614|sent_id=913|dataset=ace|osplit=test|etype=Life:Die,Life:Die,Agent:a group within the village,Place:the village
"Earlier, from 1979 to 1983, he headed <s>Iraq's Mukhabarat</s>, or intelligence service, a period when the organization arranged executions of <t>regime opponents in Iraq and overseas</t>, the official said.",Conflict,AW|doc_id=2088|sent_id=930|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Iraq's Mukhabarat,Victim:regime opponents in Iraq and overseas
The extermination of <t>kosovar albanians</t> by <s>native serbs</s>?,Conflict,AW|doc_id=2460|sent_id=968|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:native serbs,Victim:kosovar albanians
<s>11 members</s> had been charged with negligent homicide for forcing <t>18-year-old pledge walter dean jenning</t> to drink an excessive amount of water.,Conflict,AW|doc_id=1055|sent_id=915|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:11 members,Victim:18-year-old pledge walter dean jenning
(voice-over): <t>Famed World War II reporter Ernie Pyle</t> was killed by <s>a sniper</s> on an island in the Pacific.,Conflict,AW|doc_id=519|sent_id=914|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a sniper,Victim:Famed World War II reporter Ernie Pyle
(voice-over): Famed World War II reporter Ernie Pyle was killed by <s>a sniper</s> on <t>an island in the Pacific</t>.,Conflict,AW|doc_id=519|sent_id=914|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a sniper,Place:an island in the Pacific
<t>ABC News producer David Kaplan</t> was killed by <s>sniper</s> fire in the Balkans in 1992.,Conflict,AW|doc_id=522|sent_id=922|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:sniper,Victim:ABC News producer David Kaplan
ABC News producer David Kaplan was killed by <s>sniper</s> fire in <t>the Balkans</t> in 1992.,Conflict,AW|doc_id=522|sent_id=922|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:sniper,Place:the Balkans
a month of bloodleting between <s>rival tribes</s> has already killed <t>500 people</t>.,Conflict,AW|doc_id=1338|sent_id=918|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:rival tribes,Victim:500 people
"Israel ``will continue to fight terror everywhere, at any time and in any way possible,'' a Cabinet statement said Sunday, after <s>a Hamas suicide bomber</s> killed <t>seven Israelis</t> on a Jerusalem bus earlier in the day.",Conflict,AW|doc_id=2237|sent_id=944|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a Hamas suicide bomber,Victim:seven Israelis
"Israel ``will continue to fight terror everywhere, at any time and in any way possible,'' a Cabinet statement said Sunday, after <s>a Hamas suicide bomber</s> killed seven Israelis on a <t>Jerusalem</t> bus earlier in the day.",Conflict,AW|doc_id=2237|sent_id=944|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a Hamas suicide bomber,Place:Jerusalem
And who wasn't moved by the embrace of mother of a soldier killed in Iraq and the daughter of <t>a man</t> killed by <s>Saddam Hussein's regime</s>?,Conflict,AW|doc_id=2913|sent_id=925|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Saddam Hussein's regime,Victim:a man
And who wasn't moved by the embrace of mother of a soldier killed in <t>Iraq</t> and the daughter of a man killed by <s>Saddam Hussein's regime</s>?,Conflict,AW|doc_id=2913|sent_id=925|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:Saddam Hussein's regime,Place:Iraq
"<s>The Apache troop</s> opened its tank guns, opened its own mortars, decimated that unit, put it out of existence and probably killed <t>some 20 Iraqis</t> in the process.",Conflict,AW|doc_id=3298|sent_id=183|dataset=ace|osplit=dev|etype=Life:Die,Life:Die,Agent:The Apache troop,Victim:some 20 Iraqis
"<t>Mrs. Hassan</t> speak s perfect Arabic and she has a heart of gold, she's been killed by (<s>men in pajamas</s>), turn Iraq upside down and find them.",Conflict,AW|doc_id=3408|sent_id=952|dataset=ace|osplit=dev|etype=Life:Die,Life:Die,Agent:men in pajamas,Victim:Mrs. Hassan
<s>a texas woman</s> is in jail this morning accused of killing <t>her two sons</t> and severely beating another the day before mother's day.,Conflict,AW|doc_id=1145|sent_id=921|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a texas woman,Victim:her two sons
<s>a <t>texas</t> woman</s> is in jail this morning accused of killing her two sons and severely beating another the day before mother's day.,Conflict,AW|doc_id=1145|sent_id=921|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a texas woman,Place:texas
it was the same courtroom where <s>a suspected al qaeda militant</s> got a death sentence last week for killing <t>three american missionaries</t>.,Conflict,AW|doc_id=1149|sent_id=947|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a suspected al qaeda militant,Victim:three american missionaries
"<s>serious</s> was serving a 30-year sentence for the self-confessed 1992 killing of his wife in <t>clinton, maryland</t>, but after a relentless campaign that included a letter from his psychiatrist saying <s>serious</s> was unlikely to commit such violence again, the judge in this case, got him released.",Conflict,AW|doc_id=1199|sent_id=964|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:serious,"Place:clinton, maryland"
"<s>serious</s> was serving a 30-year sentence for the self-confessed 1992 killing of <t>his wife</t> in clinton, maryland, but after a relentless campaign that included a letter from his psychiatrist saying <s>serious</s> was unlikely to commit such violence again, the judge in this case, got him released.",Conflict,AW|doc_id=1199|sent_id=964|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:serious,Victim:his wife
"they have many many worse crimes going on in California, <s>parents</s> killing <t>their children</t> and everything, that you would think -- would would, um -- you know, be",Conflict,AW|doc_id=1601|sent_id=977|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:parents,Victim:their children
"The latest wave of attacks began Saturday evening when <s>a Hamas bomber</s> blew himself up in a square in the West Bank city of Hebron, killing <t>an Israeli settler and his pregnant wife</t>.",Conflict,AW|doc_id=2245|sent_id=970|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a Hamas bomber,Target:an Israeli settler and his pregnant wife
"The latest wave of attacks began Saturday evening when <s>a Hamas bomber</s> blew himself up in <t>a square in the West Bank city of Hebron</t>, killing an Israeli settler and his pregnant wife.",Conflict,AW|doc_id=2245|sent_id=970|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a Hamas bomber,Place:a square in the West Bank city of Hebron
"On Sunday morning, another Hamas assailant blew up the Jerusalem bus and about half an hour later, <s>a third bomber from the group</s> detonated explosives on <t>the outskirts of Jerusalem</t>, killing only himself.",Conflict,AW|doc_id=2246|sent_id=955|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:a third bomber from the group,Place:the outskirts of Jerusalem
"In the January attack, <s>two Palestinian suicide bombers</s> blew themselves up in <t>central Tel Aviv</t>, killing 23 other people.",Conflict,AW|doc_id=3502|sent_id=942|dataset=ace|osplit=dev|etype=Life:Die,Life:Die,Agent:two Palestinian suicide bombers,Place:central Tel Aviv
"In the January attack, <s>two Palestinian suicide bombers</s> blew themselves up in central Tel Aviv, killing <t>23 other people</t>.",Conflict,AW|doc_id=3502|sent_id=942|dataset=ace|osplit=dev|etype=Life:Die,Life:Die,Agent:two Palestinian suicide bombers,Victim:23 other people
You don't know what happens when <s>the most powerful nation on Earth</s> invades and occupies a Muslim nation and kills <t>tens of thousands of people</t>.,Conflict,AW|doc_id=63|sent_id=990|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:the most powerful nation on Earth,Victim:tens of thousands of people
You don't know what happens when <s>the most powerful nation on Earth</s> invades and occupies <t>a Muslim nation</t> and kills tens of thousands of people.,Conflict,AW|doc_id=63|sent_id=990|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:the most powerful nation on Earth,Place:a Muslim nation
<s>peterson</s> was arrested for the murder of <t>his wife and unborn son</t> after their bodies washed ashore in california.,Conflict,AW|doc_id=1150|sent_id=960|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:peterson,Victim:his wife and unborn son
Pearl was murdered by <s>terrorists</s> in <t>Pakistan</t>.,Conflict,AW|doc_id=524|sent_id=956|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:terrorists,Place:Pakistan
<t>Pearl</t> was murdered by <s>terrorists</s> in Pakistan.,Conflict,AW|doc_id=524|sent_id=956|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:terrorists,Victim:Pearl
"There has always been that urban legend that <s>the Israeli secret police</s> murdered <t>the Shah of Iran</t> by infecting him with plutonium, which manifested itself into terminal lung cancer.",Conflict,AW|doc_id=2492|sent_id=976|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:the Israeli secret police,Victim:the Shah of Iran
"South Africa's Supreme Court of Appeal ruled Tuesday against a state request to retry <s>the head of apartheid's germ warfare program</s>, once accused of plotting to poison <t>Nelson Mandela</t>.",Conflict,AW|doc_id=2314|sent_id=966|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:the head of apartheid's germ warfare program,Victim:Nelson Mandela
"reporter: it was the lead story across connecticut in early april, police say <s>jennifer o'conner</s>, a connecticut woman with a history of psychiatric problems confessed to shooting <t>her daughter</t> 7, while the 7 -year-old girl lay sleeping.",Conflict,AW|doc_id=1116|sent_id=963|dataset=ace|osplit=train|etype=Life:Die,Life:Die,Agent:jennifer o'conner,Victim:her daughter
police in <t>pennsylvania</t> <s>a student</s> fatally shot a principal before killing himself this morning.,Conflict,AW|doc_id=3442|sent_id=961|dataset=ace|osplit=dev|etype=Life:Die,Life:Die,Agent:a student,Place:pennsylvania
